,DateOfBirth,DateOfDeath,FirstName,GenderAsString,ID,Language,LastName,MaritalStatus,MaritalStatusText,MilitaryRank,MilitaryRankText,Modified,NativeLanguage,NumberOfChildren,OfficialName,PersonIdCode,PersonNumber,PlaceOfBirthCanton,PlaceOfBirthCity,Title,TitleText
675,1931-10-02T00:00:00,,Urs,m,755,FR,Nussbaumer,,,,,2015-05-17T21:18:19.387,,,Nussbaumer Urs,2128,755,,,,
676,1931-05-19T00:00:00,,Hans,m,756,FR,Oester,,,,,2015-05-17T21:18:19.387,,,Oester Hans,2131,756,,,,
677,1929-09-01T00:00:00,2013-05-24T00:00:00,Heinrich,m,757,FR,Ott,,,,,2015-05-17T21:18:19.387,D,,Ott Heinrich,2133,757,,,,
678,1954-02-12T00:00:00,,Monique,m,758,FR,Paccolat,,,,,2015-05-17T21:18:19.387,F,,Paccolat,2134,758,,,,
679,1951-08-03T00:00:00,,Françoise,f,759,FR,Pitteloud,,,,,2015-05-17T21:18:19.387,F,,Pitteloud Françoise,2183,759,,,,
680,1942-11-19T00:00:00,2015-12-27T00:00:00,Théo Christian,m,760,FR,Portmann,,,,,2016-01-11T08:58:57.613,D,,Portmann Théo Christian,2141,760,,,,
681,1927-09-04T00:00:00,1991-02-22T00:00:00,Richard,m,761,FR,Reich,,,,,2015-05-17T21:18:19.387,,,,2144,761,,,,
682,1924-09-23T00:00:00,2014-11-23T00:00:00,Rudolf jun.,m,762,FR,Reichling,,,,,2015-05-17T21:18:19.387,D,,Reichling jun.,2145,762,,,,
683,1924-09-22T00:00:00,,Fritz,m,763,FR,Reimann,,,,,2015-05-17T21:18:19.387,,,Reimann Fritz,2146,763,,,,
684,1925-01-26T00:00:00,2009-07-02T00:00:00,Albert,m,764,FR,Rüttimann,,,,,2015-05-17T21:18:19.387,D,,Rüttimann Albert,2153,764,,,,
685,1925-01-17T00:00:00,2006-07-01T00:00:00,Peter,m,765,FR,Sager,,,,,2015-05-17T21:18:19.387,,,Sager,2155,765,,,,
686,1930-03-22T00:00:00,2013-02-11T00:00:00,Jean,m,766,FR,Savary,,,,,2015-05-17T21:18:19.387,F,,Savary Jean,2157,766,,,,
687,1945-09-14T00:00:00,,Guy-Olivier,m,767,FR,Segond,,,,,2015-05-17T21:18:19.387,F,,Segond Guy-Olivier,2167,767,,,,
688,1930-10-12T00:00:00,2010-12-09T00:00:00,Peter,m,768,FR,Spälti,,,,,2015-05-17T21:18:19.387,D,,Spälti,2170,768,,,,
689,1926-12-18T00:00:00,2010-07-18T00:00:00,Sepp,m,769,FR,Stappung,,,,,2015-05-17T21:18:19.387,D,,Steppung,2174,769,,,,
690,1948-07-01T00:00:00,,Monika,f,770,FR,Stocker-Meier,,,,,2015-05-17T21:18:19.387,,,Stocker-Meier,2177,770,,,,
691,1928-09-07T00:00:00,2016-09-06T00:00:00,Lilian,f,771,FR,Uchtenhagen,,,,,2016-09-12T08:55:11.827,,,Uchtenhagen,2182,771,,,,
692,1935-05-01T00:00:00,,Karl,m,773,FR,Weber,,,,,2015-05-17T21:18:19.387,,,Weber Karl,2185,773,,,,
693,1924-03-02T00:00:00,2001-02-25T00:00:00,Hermann,m,774,FR,Wellauer,,,,,2015-05-17T21:18:19.387,,,Wellauer,2187,774,,,,
694,1919-07-30T00:00:00,2003-08-11T00:00:00,Sigmund,m,775,FR,Widmer,,,,,2015-05-17T21:18:19.387,,,Widmer Sigmund,2188,775,,,,
695,1938-11-14T00:00:00,,Paul,m,776,FR,Zbinden,,,,,2015-05-17T21:18:19.387,D,,Zbinden Paul,2194,776,,,,
696,1923-12-30T00:00:00,1991-03-08T00:00:00,Max,m,777,FR,Affolter,,,,,2015-05-17T21:18:19.387,,,Affolter Max,2201,777,,,,
697,1926-03-30T00:00:00,,Esther,f,778,FR,Bührer,,,,,2015-05-17T21:18:19.387,,,,2203,778,,,,
698,1929-09-26T00:00:00,,Alois,m,779,FR,Dobler,,,,,2015-05-17T21:18:19.387,,,,2209,779,,,,
699,1924-08-26T00:00:00,2000-11-27T00:00:00,André,m,780,FR,Gautier,,,,,2015-05-17T21:18:19.387,F,,Gautier André,2213,780,,,,
700,1927-09-03T00:00:00,2014-09-09T00:00:00,Arthur,m,781,FR,Hänsenberger,,,,,2015-05-17T21:18:19.387,D,,Hänsenberger,2214,781,,,,
701,1922-10-06T00:00:00,2012-09-17T00:00:00,Peter,m,782,FR,Hefti,,,,,2015-05-17T21:18:19.387,D,,Hefti Peter,2215,782,,,,
702,1930-02-10T00:00:00,2000-03-27T00:00:00,Bruno,m,783,FR,Hunziker,,,,,2015-05-17T21:18:19.387,D,,Hunziker,2217,783,,,,
703,1941-02-11T00:00:00,,Yvette,f,784,FR,Jaggi,,,,,2015-05-17T21:18:19.387,F,,Jaggi,2219,784,,,,
704,1925-09-29T00:00:00,1997-06-16T00:00:00,Camillo,m,785,FR,Jelmini,,,,,2015-05-17T21:18:19.387,,,,2221,785,,,,
705,1937-08-05T00:00:00,,Daniel,m,786,FR,Lauber,,,,,2015-05-17T21:18:19.387,,,,2224,786,,,,
706,1928-07-05T00:00:00,,Franco,m,787,FR,Masoni,,,,,2015-05-17T21:18:19.387,I,,Masoni,2225,787,,,,
707,1920-09-17T00:00:00,2008-10-13T00:00:00,Hans,m,788,FR,Meier,,,,,2015-05-17T21:18:19.387,,,Meier Hans,2226,788,,,,
708,1921-07-26T00:00:00,,Carl jun.,m,789,FR,Miville,,,,,2015-05-17T21:18:19.387,D,,Miville,2228,789,,,,
709,1931-05-03T00:00:00,2013-02-26T00:00:00,Xaver,m,790,FR,Reichmuth,,,,,2015-05-17T21:18:19.387,D,,Reichmuth,2231,790,,,,
710,1931-10-02T00:00:00,,Jakob,m,791,FR,Schönenberger,,,,,2015-05-17T21:18:19.387,,,Schönenberger,2238,791,,,,
711,1919-04-21T00:00:00,2000-05-12T00:00:00,Norbert,m,792,FR,Zumbühl,,,,,2015-05-17T21:18:19.387,,,Zumbühl Norbert,2246,792,,,,
712,1949-04-20T00:00:00,,Rosemarie,f,793,FR,Antille,,,,,2015-05-17T21:18:19.387,F,,Antille Rosemarie,2249,793,,,,
713,1946-05-05T00:00:00,,Walter,m,797,FR,Donzé,2,marié(e),4,Sergent,2015-05-17T21:18:19.387,D,4,Donzé,2564,797,Lucerne,Lucerne,214,-
714,1966-01-04T00:00:00,,Fabio,m,801,FR,Abate,2,marié(e),3,Caporal,2015-11-20T16:06:42.04,I,2,Abate,2565,801,Tessin,Locarno,115,lic. iur.
715,1964-05-23T00:00:00,,Ruth,f,804,FR,Metzler-Arnold,2,marié(e),,,2015-05-17T21:18:19.387,D,,Metzler-Arnold,2567,804,Lucerne,Sursee,121,lic. iur. utr.
716,1944-10-26T00:00:00,,Hans,m,805,FR,Lauri,2,marié(e),14,Colonel,2015-05-17T21:18:19.387,D,2,Lauri,2568,805,Berne,Berne,6,Dr. iur.
717,1962-02-28T00:00:00,,Maya,f,806,FR,Graf,2,marié(e),,,2015-06-09T13:13:33.017,D,2,Graf Maya,2569,806,Bâle-Campagne,Sissach,255,dipl. Sozialarbeiterin HFS
718,1944-03-26T00:00:00,,Christine,f,809,FR,Wirz-von Planta,2,marié(e),,,2015-05-17T21:18:19.387,D,3,Wirz-von Planta,2570,809,Berne,Berne,,
719,1954-12-04T00:00:00,,Adriano,m,817,FR,Imfeld,3,séparé(e),5,Fourrier,2015-05-17T21:18:19.387,D,1,Imfeld Adriano,2571,817,Bâle-Ville,Bâle,127,lic. oec. HSG
720,1952-08-16T00:00:00,,Ernst,m,820,FR,Schibli,,,1,Soldat,2015-05-17T21:18:19.387,D,,Schibli,2572,820,Zurich,Zurich,126,Eidg. dipl. Landwirt
721,1977-07-28T00:00:00,,Pascale,f,823,FR,Bruderer Wyss,2,marié(e),,,2015-11-11T08:15:10.67,D,2,Bruderer Wyss,2573,823,Argovie,Baden,216,lic. phil. / Master political science
722,1957-08-07T00:00:00,,Pierre,m,824,FR,Salvi,2,marié(e),,,2015-05-17T21:18:19.387,F,,Salvi,2574,824,Vaud,Vevey,,
723,1956-07-01T00:00:00,,Hannes,m,825,FR,Germann,2,marié(e),12,Major,2015-12-08T16:22:34.4,D,2,Germann,2575,825,Schaffhouse,Schaffhouse,128,dipl. oek.
724,1948-08-16T00:00:00,,Annemarie,f,826,FR,Huber-Hotz,2,marié(e),,,2015-05-17T21:18:19.387,D,3,Huber-Hotz Annemarie,2576,826,Zoug,Baar,97,lic. phil. II
725,1945-07-08T00:00:00,,Micheline,f,827,FR,Calmy-Rey,2,marié(e),,,2015-05-17T21:18:19.387,F,,Calmy-Rey,2577,827,,,,
726,1948-03-25T00:00:00,,Mariangela,f,830,FR,Wallimann-Bornatico,,,,,2015-05-17T21:18:19.387,I,,Wallimann-Bornatico,,830,Grisons,Roveredo,115,lic. iur.
727,1941-10-02T00:00:00,2016-07-17T00:00:00,Achille,m,831,FR,Casanova,,,,,2016-07-18T15:25:10.473,I,,Casanova,2581,831,,,,
728,1947-11-16T00:00:00,,Hanna,f,832,FR,Muralt Müller,,,,,2015-05-17T21:18:19.387,D,,Muralt Müller,2582,832,,,,
729,1884-01-07T00:00:00,1964-09-08T00:00:00,Hans,m,1039,FR,Steiner,,,,,2015-05-17T21:18:19.387,D,,,,1039,,,,
730,1943-06-18T00:00:00,,Franz,m,1059,FR,Brun,2,marié(e),,,2015-05-17T21:18:19.387,D,4,Brun Franz,2578,1059,Lucerne,Ruswil,133,Eidg. dipl. Meisterlandwirt
731,1952-03-26T00:00:00,,Ueli,m,1065,FR,Leuenberger,,,2,Appointé,2015-05-17T21:18:19.387,F,,Leuenberger-Genève,2579,1065,Berne,Herzogenbuchsee,222,dipl. travailleur social
732,1957-07-23T00:00:00,,Ruth,f,1071,FR,Humbel,2,marié(e),,,2016-11-09T13:04:15.533,D,2,Humbel,2580,1071,Argovie,Baden,115,lic. iur.
733,1956-02-29T00:00:00,,Gabi,f,1103,FR,Huber,,,,,2015-05-17T21:18:19.387,D,,Huber,2602,1103,Uri,Schattdorf,6,Dr. iur.
734,1952-05-29T00:00:00,,Jakob,m,1104,FR,Büchler,2,marié(e),43,--,2015-12-03T16:33:40.187,D,5,Büchler Jakob,2588,1104,St-Gall,Schänis,133,Eidg. dipl. Meisterlandwirt
735,1943-11-01T00:00:00,,Attilio,m,1105,FR,Bignasca,,,,,2015-05-17T21:18:19.387,I,4,Bignasca Attilio,2586,1105,Tessin,Viganello,214,-
736,1958-08-23T00:00:00,,Brigitte,f,1106,FR,Häberli-Koller,2,marié(e),,,2015-10-27T16:31:16.807,D,3,Häberli-Koller,2600,1106,Zurich,Wetzikon (ZH),,
737,1946-08-01T00:00:00,,Madeleine,f,1107,FR,Amgwerd,2,marié(e),,,2015-05-17T21:18:19.387,F,3,Amgwerd Madeleine,2639,1107,Berne,Bienne,164,lic. théol.
738,1959-11-09T00:00:00,,Guy,m,1108,FR,Parmelin,2,marié(e),3,Caporal,2015-11-13T12:12:48.38,F,0,Parmelin,2621,1108,Vaud,Bursins,168,Maître agriculteur-viticulteur
739,1962-10-01T00:00:00,,Gerhard,m,1109,FR,Pfister,2,marié(e),,,2016-05-02T11:52:05.477,D,,Pfister Gerhard,2623,1109,Zoug,Zoug,38,Dr. phil. I
740,1950-01-16T00:00:00,,Daniel,m,1110,FR,Vischer,2,marié(e),,,2015-05-17T21:18:19.387,D,2,Vischer Daniel,2635,1110,Bâle-Ville,Bâle,115,lic. iur.
741,1958-01-22T00:00:00,,Felix,m,1111,FR,Müri,2,marié(e),2,Appointé,2016-02-17T06:57:02.143,D,4,Müri,2618,1111,Lucerne,Lucerne,,
742,1960-10-27T00:00:00,,Geri,m,1112,FR,Müller,,,,,2015-05-17T21:18:19.387,D,,Müller Geri,2615,1112,Argovie,Brugg,,
743,1952-11-25T00:00:00,,Filippo,m,1113,FR,Leutenegger,2,marié(e),24,Officier spécialisé,2015-05-17T21:18:19.387,D,5,Leutenegger Filippo,2612,1113,,Rome,17,lic. oec. publ.
744,1947-05-29T00:00:00,,Marianne,f,1114,FR,Kleiner,2,marié(e),,,2015-05-17T21:18:19.387,D,2,Kleiner,2609,1114,St-Gall,Gossau,158,dipl. Psychologin
745,1940-01-07T00:00:00,,André,m,1115,FR,Reymond,2,marié(e),,,2015-05-17T21:18:19.387,F,2,Reymond,2626,1115,Berne,Berne,214,-
746,1960-04-17T00:00:00,,Didier,m,1116,FR,Burkhalter,2,marié(e),24,Officier spécialisé,2015-05-17T21:18:19.387,F,3,Burkhalter,2589,1116,Neuchâtel,Neuchâtel,122,lic. ès sc. écon.
747,1958-12-18T00:00:00,,Jean-René,m,1117,FR,Germanier,,,3,Caporal,2015-05-17T21:18:19.387,F,1,Germanier,2598,1117,Valais,Sion,149,Ingénieur HES
748,1941-06-08T00:00:00,2012-06-06T00:00:00,Otto,m,1118,FR,Ineichen,2,marié(e),1,Soldat,2015-05-17T21:18:19.387,D,4,Ineichen,2606,1118,Lucerne,Sursee,127,lic. oec. HSG
749,1950-06-28T00:00:00,,Jean-François,m,1119,FR,Rime,2,marié(e),1,Soldat,2015-11-26T15:57:22.743,F,3,Rime,2627,1119,Fribourg,Fribourg,77,lic. ès sc. éc.
750,1959-07-08T00:00:00,,Carlo,m,1120,FR,Sommaruga,,,1,Soldat,2016-06-21T09:23:19.99,F,4,Sommaruga Carlo,2632,1120,Zurich,Zurich,179,"Lic. en droit, brevet d'avocat"
751,1978-06-11T00:00:00,,Jasmin,f,1121,FR,Hutter-Hutter,2,marié(e),,,2015-05-17T21:18:19.387,D,0,Hutter Jasmin,2604,1121,St-Gall,Altstätten,214,-
752,1955-08-19T00:00:00,,Kurt,m,1122,FR,Fluri,2,marié(e),14,Colonel,2016-02-02T09:41:05.583,D,5,Fluri,2594,1122,Soleure,Soleure,167,"lic. iur., Fürsprecher & Notar"
753,1950-04-30T00:00:00,,Pierre-François,m,1123,FR,Veillon,2,marié(e),,,2015-05-17T21:18:19.387,F,3,Veillon,2634,1123,Vaud,Château-d'Oex,151,Ing. agr. EPFZ
754,1956-04-28T00:00:00,,Dominique,m,1124,FR,de Buman,,,11,Capitaine,2016-05-02T14:11:05.507,F,,de Buman,2593,1124,Fribourg,Fribourg,3,lic. en droit
755,1972-12-17T00:00:00,,Chantal,f,1125,FR,Galladé,,,,,2015-11-17T07:51:36.47,D,,Galladé,2597,1125,Zurich,Winterthur,79,lic. phil.
756,1957-02-20T00:00:00,,Markus,m,1126,FR,Hutter,2,marié(e),11,Capitaine,2015-05-17T21:18:19.387,D,2,Hutter Markus,2605,1126,Zurich,Winterthur,127,lic. oec. HSG
757,1960-06-12T00:00:00,,Oskar,m,1127,FR,Freysinger,2,marié(e),2,Appointé,2015-05-17T21:18:19.387,F,3,Freysinger,2595,1127,Valais,Sierre,12,lic. phil. I
758,1948-12-21T00:00:00,,Markus,m,1128,FR,Wäfler,2,marié(e),,,2015-05-17T21:18:19.387,D,6,Wäfler Markus,2636,1128,Berne,Diemtigen,49,ing. agr. HTL
759,1954-01-17T00:00:00,,Silvia,f,1129,FR,Schenker,4,divorcé(e),,,2015-11-13T13:43:40.69,D,3,Schenker Silvia,2630,1129,Argovie,Aarau,,
760,1965-02-01T00:00:00,,Reto,m,1130,FR,Wehrli,2,marié(e),,,2015-05-17T21:18:19.387,D,2,Wehrli,2637,1130,Zoug,Zoug,6,Dr. iur.
761,1978-07-16T00:00:00,,Evi,f,1131,FR,Allemann,2,marié(e),,,2015-10-26T15:08:02.71,D,2,Allemann,2583,1131,Berne,Berne,115,lic. iur.
762,1949-12-23T00:00:00,2016-01-15T00:00:00,Jean-Noël,m,1132,FR,Rey,2,marié(e),,,2016-04-25T10:20:40.7,F,2,Rey Jean-Noël,2625,1132,Valais,Sierre,150,Dr. sc. éc. et soc.
763,1971-03-07T00:00:00,,Christophe,m,1133,FR,Darbellay,2,marié(e),2,Appointé,2015-05-17T21:18:19.387,F,3,Darbellay,2592,1133,Valais,Martigny,151,Ing. agr. EPFZ
764,1955-09-20T00:00:00,,Luc,m,1134,FR,Recordon,1,célibataire,,,2015-07-23T15:58:10.143,F,0,Recordon,2624,1134,Vaud,Pully,147,ing. dipl. EPFL physicien (MS) et Dr en droit
765,1953-12-02T00:00:00,,Adrian,m,1135,FR,Amstutz,2,marié(e),2,Appointé,2016-08-22T15:46:41.413,D,3,Amstutz,2584,1135,Berne,Sigriswil,,
766,1945-05-26T00:00:00,,Walter,m,1136,FR,Jermann,2,marié(e),7,Adjudant sous-officier,2015-05-17T21:18:19.387,D,3,Jermann,2607,1136,Soleure,Breitenbach,,
767,1948-04-25T00:00:00,,Walter,m,1137,FR,Müller,2,marié(e),10,Premier-lieutenant,2015-11-03T15:16:45.917,D,4,Müller Walter,2617,1137,St-Gall,Azmoos,,
768,1964-06-03T00:00:00,,Martin,m,1138,FR,Bäumle,,,40,Soldat aD,2015-11-03T14:06:58.277,D,,Bäumle,2585,1138,Zurich,Thalwil,145,dipl. chem. ETH
769,1975-07-27T00:00:00,,Christa,f,1139,FR,Markwalder,,,,,2016-02-11T17:35:23.753,D,,Markwalder,2614,1139,Berne,Berthoud,247,"lic. iur., ZÖ (Zertifikat allgemeine Ökologie)"
770,1961-03-11T00:00:00,,Laura,f,1140,FR,Sadis,,,,,2015-05-17T21:18:19.387,I,,Sadis,2628,1140,Tessin,Bellinzona,159,lic. oec. publ. / esperto fiscale dipl. fed.
771,1952-09-05T00:00:00,,Philipp,m,1141,FR,Müller,,,1,Soldat,2016-05-02T14:07:42.777,D,,Müller Philipp,2616,1141,St-Gall,Mogelsberg,,
772,1957-11-21T00:00:00,,Walter,m,1142,FR,Wobmann,,,2,Appointé,2016-02-01T16:18:01.337,D,,Wobmann,2638,1142,Lucerne,Schüpfheim,,
773,1945-04-02T00:00:00,,Sep,m,1143,FR,Cathomas,2,marié(e),10,Premier-lieutenant,2015-05-17T21:18:19.387,RM,3,Cathomas,2590,1143,Grisons,Breil/Brigels,,
774,1950-03-16T00:00:00,,Martine,f,1144,FR,Brunschwig Graf,,,,,2015-05-17T21:18:19.387,F,,Brunschwig Graf,2587,1144,Fribourg,Fribourg,221,lic. en économétrie
775,1966-12-09T00:00:00,,Yvan,m,1145,FR,Perrin,1,célibataire,3,Caporal,2015-05-17T21:18:19.387,F,,Perrin,2622,1145,Neuchâtel,Fleurier,,
776,1950-05-01T00:00:00,,Marianne,f,1146,FR,Huguenin,1,célibataire,,,2015-05-17T21:18:19.387,F,,Huguenin,2603,1146,Berne,Berne,39,Dr. med.
777,1953-04-17T00:00:00,,Margret,f,1147,FR,Kiener Nellen,2,marié(e),,,2015-08-05T10:26:29.093,D,2,Kiener Nellen,2608,1147,Berne,Berne,269,"dipl. Übersetzerin ETI, lic. oec. HSG"
778,1968-11-14T00:00:00,,Géraldine,f,1148,FR,Savary,2,marié(e),,,2015-12-08T17:56:16.68,F,2,Savary,2629,1148,Fribourg,Bulle,134,lic. ès sc. pol.
779,1952-10-31T00:00:00,,Urs,m,1149,FR,Schwaller,2,marié(e),11,Capitaine,2015-05-17T21:18:19.387,D,3,Schwaller,2640,1149,Fribourg,Fribourg,6,Dr. iur.
780,1970-07-07T00:00:00,,Christian,m,1150,FR,Levrat,2,marié(e),1,Soldat,2015-11-20T13:50:17.85,F,3,Levrat,2613,1150,Fribourg,La Tour-de-Trême,217,lic. iur. / M.A.
781,1949-10-10T00:00:00,2007-04-18T00:00:00,Josy,f,1151,FR,Gyr-Steiner,2,marié(e),,,2015-05-17T21:18:19.387,D,1,Gyr-Steiner,2599,1151,Zurich,Wädenswil,,
782,1947-06-01T00:00:00,2015-04-30T00:00:00,André,m,1152,FR,Daguet,,,,,2015-05-17T21:18:19.387,D,,Daguet,2591,1152,Vaud,Lausanne,50,lic. rer. pol.
783,1961-04-14T00:00:00,,Ruedi,m,1153,FR,Noser,,,1,Soldat,2016-02-01T11:23:28.373,D,,Noser,2619,1153,Glaris,Glaris,143,el. Ing. HTL/STV
784,1964-02-03T00:00:00,,Pierre,m,1154,FR,Kohler,2,marié(e),5,Fourrier,2015-05-17T21:18:19.387,F,2,Kohler Pierre,2610,1154,Jura,Delémont,160,Avocat
785,1951-06-22T00:00:00,,Therese,f,1155,FR,Frösch,,,,,2015-05-17T21:18:19.387,D,,Frösch,2596,1155,Argovie,Zofingen,214,-
786,1946-04-07T00:00:00,,Bea,f,1156,FR,Heim,2,marié(e),,,2016-04-05T11:09:32.767,D,3,Heim,2601,1156,Argovie,Aarau,,
787,1942-07-17T00:00:00,,Jacques,m,1157,FR,Pagan,1,célibataire,2,Appointé,2015-05-17T21:18:19.387,F,,Pagan,2620,1157,Genève,Genève 8,117,lic. en droit
788,1954-04-29T00:00:00,,Josef,m,1158,FR,Lang,2,marié(e),1,Soldat,2015-05-17T21:18:19.387,D,,Lang,2611,1158,Argovie,Aristau,38,Dr. phil. I
789,1961-12-28T00:00:00,,Pirmin,m,1159,FR,Schwander,,,42,--,2015-11-12T17:46:50.85,D,,Schwander,2631,1159,Schwyz,Galgenen,144,Dr.oec.publ.
790,1954-12-09T00:00:00,,Pierre,m,1160,FR,Vanek,2,marié(e),,,2015-05-17T21:18:19.387,F,3,Vanek,2633,1160,Genève,Genève,176,dipl. Umweltnaturwissenschaftler ETH
791,1972-04-09T00:00:00,,Alain,m,1161,FR,Berset,,,,,2015-05-17T21:18:19.387,F,,Berset,2642,1161,Fribourg,Fribourg,173,Dr. ès sc. éco. / Lic. ès sc. pol.
792,1957-12-22T00:00:00,,Alex,m,1162,FR,Kuprecht,2,marié(e),3,Caporal,2015-11-13T14:44:30.797,D,2,Kuprecht,2641,1162,Zurich,Richterswil,152,Eidg. dipl. Versicherungsfachmann
793,1956-04-30T00:00:00,,Gisèle,f,1163,FR,Ory,,,,,2015-05-17T21:18:19.387,F,3,Ory,2643,1163,Berne,Bienne,132,lic. sc. pol.
794,1914-01-02T00:00:00,2009-02-28T00:00:00,Max,m,1172,FR,Aebischer,,,,,2015-05-17T21:18:19.387,F,,Aebischer Max,,1172,,,,
795,1922-03-19T00:00:00,2015-10-12T00:00:00,Eduard,m,1173,FR,Amstad,,,,,2015-10-20T17:49:28.163,D,,Amstad Eduard,,1173,,,,
796,1927-03-03T00:00:00,2016-06-08T00:00:00,Pierre,m,1174,FR,Aubert,,,,,2016-06-13T08:52:45.883,F,,Aubert Pierre,,1174,,,,
797,1921-11-06T00:00:00,2005-11-25T00:00:00,Jean,m,1175,FR,Babel,,,,,2015-05-17T21:18:19.387,F,,Babel,,1175,,,,
798,1915-12-03T00:00:00,2004-05-24T00:00:00,Karl,m,1176,FR,Bachmann,,,,,2015-05-17T21:18:19.387,D,,Bachmann Karl,,1176,,,,
799,1920-01-06T00:00:00,2007-12-15T00:00:00,Raymond,m,1177,FR,Baudère,,,,,2015-05-17T21:18:19.387,F,,Baudère,,1177,,,,
800,1918-11-13T00:00:00,2009-10-30T00:00:00,Kurt,m,1178,FR,Bächtold,,,,,2015-05-17T21:18:19.387,D,,Bächtold Kurt,,1178,,,,
801,1928-07-17T00:00:00,2005-06-29T00:00:00,Roger,m,1179,FR,Besuchet,,,,,2015-05-17T21:18:19.387,F,,Besuchet,,1179,,,,
802,1930-06-24T00:00:00,2005-09-01T00:00:00,Georges,m,1180,FR,Breny,,,,,2015-05-17T21:18:19.387,F,,Breny,,1180,,,,
803,1925-12-24T00:00:00,2011-12-30T00:00:00,Félix,m,1181,FR,Carruzzo,,,,,2015-05-17T21:18:19.387,F,,Carruzzo,,1181,,,,
804,1919-01-09T00:00:00,2006-11-21T00:00:00,Gion,m,1183,FR,Condrau,,,,,2015-05-17T21:18:19.387,D,,Condrau Gion,,1183,,,,
805,1923-11-03T00:00:00,2008-02-09T00:00:00,Aloys,m,1184,FR,Copt,,,,,2015-05-17T21:18:19.387,F,,Copt,,1184,,,,
806,1925-08-27T00:00:00,2010-12-13T00:00:00,Fernand,m,1185,FR,Corbat,,,,,2015-05-17T21:18:19.387,F,,Corbat,,1185,,,,
807,1921-07-09T00:00:00,2016-04-28T00:00:00,Jost,m,1186,FR,Dillier,,,,,2016-05-02T08:54:59.78,D,,Dillier,,1186,,,,
808,1927-01-10T00:00:00,,Robert,m,1187,FR,Ducret,,,,,2015-05-17T21:18:19.387,F,,Ducret Robert,,1187,,,,
809,1912-02-12T00:00:00,2004-10-14T00:00:00,Pierre,m,1188,FR,Duvanel,,,,,2015-05-17T21:18:19.387,F,,Duvanel,,1188,,,,
810,1923-05-30T00:00:00,2007-09-05T00:00:00,Joseph,m,1189,FR,Egli,,,,,2015-05-17T21:18:19.387,D,,Egli Joseph,,1189,,,,
811,1924-10-08T00:00:00,2016-08-05T00:00:00,Alphons,m,1190,FR,Egli,,,,,2016-09-05T16:55:59.81,D,,Egli Alphons,,1190,,,,
812,1933-03-14T00:00:00,,René,m,1191,FR,Felber,,,,,2015-05-17T21:18:19.387,F,,Felber René,,1191,,,,
813,1924-12-15T00:00:00,2012-12-03T00:00:00,Josef,m,1192,FR,Fischer,,,,,2015-05-17T21:18:19.387,D,,Fischer Josef,,1192,,,,
814,1923-11-21T00:00:00,2003-09-23T00:00:00,Leonhard,m,1193,FR,Flepp,,,,,2015-05-17T21:18:19.387,D,,Flepp,,1193,,,,
815,1927-07-27T00:00:00,2014-08-05T00:00:00,Guy,m,1194,FR,Fontanet,,,,,2015-05-17T21:18:19.387,F,,Fontanet,,1194,,,,
816,1923-07-10T00:00:00,2013-08-25T00:00:00,Thomas,m,1195,FR,Fraefel,,,,,2015-05-17T21:18:19.387,D,,Fraefel,,1195,,,,
817,1920-01-10T00:00:00,2008-09-07T00:00:00,Enrico,m,1196,FR,Franzoni,,,,,2015-05-17T21:18:19.387,I,,Franzoni Enrico,,1196,,,,
818,1923-05-02T00:00:00,2008-06-27T00:00:00,Tilo,f,1197,FR,Frey,,,,,2015-05-17T21:18:19.387,F,,Frey Tilo,,1197,,,,
819,1914-06-26T00:00:00,2011-07-05T00:00:00,Simon,m,1198,FR,Frick,,,,,2015-05-17T21:18:19.387,D,,Frick,,1198,,,,
820,1923-07-04T00:00:00,2013-10-15T00:00:00,Rudolf,m,1199,FR,Friedrich,,,,,2015-05-17T21:18:19.387,D,,Friedrich,,1199,,,,
821,1924-06-24T00:00:00,2008-07-23T00:00:00,Kurt,m,1200,FR,Furgler,,,,,2015-05-17T21:18:19.387,D,,Furgler,,1200,,,,
822,1921-02-02T00:00:00,2005-11-04T00:00:00,Paul,m,1202,FR,Gehler,,,,,2015-05-17T21:18:19.387,F,,Gehler Paul,,1202,,,,
823,1921-02-15T00:00:00,2010-10-16T00:00:00,Lise,f,1203,FR,Girardin,,,,,2015-05-17T21:18:19.387,F,,Girardin,,1203,,,,
824,1925-05-12T00:00:00,,Ulrich,m,1204,FR,Götsch,,,,,2015-05-17T21:18:19.387,D,,Götsch,,1204,,,,
825,1909-03-17T00:00:00,2006-02-22T00:00:00,Josef,m,1205,FR,Grolimund,,,,,2015-05-17T21:18:19.387,D,,Grolimund,,1205,,,,
826,1929-01-14T00:00:00,2004-05-28T00:00:00,Carlos,m,1206,FR,Grosjean,,,,,2015-05-17T21:18:19.387,F,,Grosjean Carlos,,1206,,,,
827,1926-02-18T00:00:00,2010-08-26T00:00:00,Josef,m,1207,FR,Harder,,,,,2015-05-17T21:18:19.387,D,,Harder,,1207,,,,
828,1914-03-16T00:00:00,2015-12-19T00:00:00,Albin,m,1208,FR,Heimann,,,,,2016-01-11T08:57:22.89,D,,Heimann,,1208,,,,
829,1920-11-10T00:00:00,2013-06-01T00:00:00,Walther,m,1209,FR,Hofer,,,,,2015-05-17T21:18:19.387,D,,Hofer Walther,,1209,,,,
